days_in_crisis,energy_crisis_1970,oil_crisis_1973,early_1980s_recession,black_monday,dot_com_bubble,financial_crisis_2007,corona_2020
24,-0.04682445046516559,0.055914753149584384,-0.046668122043717286,0.018643244569451656,-0.0215731483467958,0.12627659215751752,-0.05201929411806361
25,-0.04803072308277723,0.05373452059144501,-0.07044784669953708,0.020484865195602553,-0.033379946200105315,0.09260250917495594,-0.01941863538310351
26,-0.04682299361417819,0.05883284542757017,-0.08796921422090465,0.023945072808059353,-0.03410405916172732,0.09353592547862732,-0.04415499783590915
27,-0.0504418114670131,0.04578936716670057,-0.08274955349885149,0.019203693497714558,-0.03754608814723448,0.10503732429740265,-0.06014084752219939
28,-0.0504418114670131,0.05239729668211901,-0.1100104795049095,0.017146525892690723,-0.03609180710742366,0.08106682644860119,-0.04647288075943856
29,-0.05964277999001544,0.05750305889947882,-0.10867595993195578,0.014000165905710071,-0.03554724366578266,0.07571418161232912,-0.025728769410402252
30,-0.06013153854329023,0.10684993843503754,-0.11978213496527435,0.01421784113426905,-0.01958207675721968,0.061912345588270856,0.02694593886283747
31,-0.05768655076822904,0.12552213760516218,-0.0928279570677002,0.004206959741450689,-0.01690350532864815,0.08329001779729706,0.02675911027806399
32,-0.055247526377985134,0.12076993122362778,-0.11163810579910882,0.0029979028058605417,-0.027054885560170883,0.08643269535857923,0.04504058899119734
33,-0.052814436353654126,0.16395985066145935,-0.10093815038225629,0.0077299375808136395,-0.03281235227481627,0.1079509517839563,0.03433591563665861
34,-0.05402802858666389,0.2005611578510017,-0.10931927080572346,0.011015808336564015,-0.028107321511153582,0.12604356141290451,0.03495423011140042
35,-0.052083921660782906,0.291355609301191,-0.08084951991604383,0.011124978642240824,-0.031169281165332352,0.10285079032856714,0.02917656218827125
36,-0.04432258282983459,0.2740145688387632,-0.1050709732032411,0.011343295419885213,-0.03153061811203528,0.09174995776612493,0.009039205527094696
37,-0.037109598010802713,0.22342633354464558,-0.12457451930253183,0.01985579132733928,-0.03731409904462146,0.08270723871405139,0.03456963589720674
38,-0.031135882359667688,0.26060105473423656,-0.16887831677088627,0.019206510946428113,-0.033860181575070536,0.06886205306269833,0.032281164843273036
39,-0.037549184022375615,0.27613271542718754,-0.17739298091468947,0.013684042077992786,-0.04436742795188209,0.06981929620245586,0.05410250264006189
40,-0.03587574390762538,0.28436800954483465,-0.17834717938797195,0.017168362635484047,-0.04546592667030025,0.0867144189311776,0.054678854032405466
41,-0.03611440739211225,0.29136917640597804,-0.23517621472703598,0.029755168191039627,-0.044182935467954265,0.08107178570233742,0.053799666522931444
42,-0.03348848235033608,0.2647179597199989,-0.2093534299169093,0.026861897723829964,-0.04107109215841731,0.09179057510965138,0.07373533832776213
43,-0.03348848235033608,0.25281319781523703,-0.2350197675279656,0.06071466505322287,-0.04088861040659253,0.08056162938288902,0.1101795712138478
44,-0.038250387112240936,0.2467891014296949,-0.24971075030405476,0.025995330333888123,-0.04216574961476627,0.10201273348383544,0.09683207709822694
45,-0.03394416701654712,0.26194061658121004,-0.21115033899300073,0.03181053601986694,-0.04344452199328275,0.10108623564566377,0.1031451716782752
46,-0.03465879302893382,0.25155255687971745,-0.2240216261217136,0.04176770946740438,-0.05094406470409307,0.10757773487286626,0.08178061544815085
47,-0.03465737410617997,0.24696761479477547,-0.2200095900133887,0.03932946076603694,-0.04412504516852378,0.09123866853380003,0.07802887990119511
48,-0.03823305944587019,0.2166645844917452,-0.19603356603736466,0.04889375407103158,-0.047419938084503954,0.07725090782442068,0.07556772464084638
49,-0.035840714948262464,0.2166645844917452,-0.1823750294519988,0.04678849091313686,-0.046501664438957535,0.0788341883817355,0.09251133511615928
50,-0.0370340323706968,0.25103958449174524,-0.21798619403332697,0.054172457157862564,-0.013107169026113308,0.09590658800234875,0.107535742470519
51,-0.03894562137905999,0.25103958449174524,-0.23944327986167024,0.0435965409274961,-0.007247794026113308,0.090311312901323,0.09581508012350681
52,-0.04540959073505724,0.24499728841923774,-0.23689356033081854,0.035870855669796864,0.010934024155704769,0.08468455453933488,0.09526143480618066
53,-0.04589151844590067,0.24499728841923774,-0.21801915126657845,0.03693740857082073,-0.003975823278414392,0.10386091417466958,0.08161672213234172
54,-0.048061238793055794,0.2370945528569276,-0.2095318821702229,0.026176701134213,0.0018319908715327404,0.12668633058429335,0.08859257268361131
55,-0.04709482178411639,0.23832004305300603,-0.21299722870487636,0.03026932364363677,-0.002892418577286282,0.13241612551794835,0.0882403256410188
56,-0.05023264461781185,0.27259176887919934,-0.19660378608192552,0.011820326539700332,-0.0021891836968359613,0.14800832941599928,0.0785501186229598
57,-0.05507525962991833,0.33768052627564915,-0.2161541282129128,0.017174932593683412,0.02205537006282654,0.16229826150929716,0.09210089697729629
58,-0.057508349654249225,0.33768052627564915,-0.21316310129367044,0.024783628245857336,0.00713255702680593,0.15781552296356738,0.08651316074185078
59,-0.05628883745912727,0.32101385960898243,-0.2181332802201118,0.013456767404433356,0.008003182135634113,0.16278628319748556,0.08177661283211002
60,-0.05385278386594816,0.32948843588016885,-0.23511629720312877,0.021312741217854092,0.01739775416068645,0.1793705136310031,0.08919606302424721
61,-0.05263771703727249,0.33789179722470664,-0.24121385817873853,0.022611864309766916,0.002919987873199248,0.18337738254914848,0.08843317461134859
62,-0.05506490150329191,0.32955846389137333,-0.28927111789244,0.028017854146506038,0.003969305816536095,0.1916442012492625,0.08822762476551105
63,-0.0526318114789609,0.3379618252359111,-0.2774558654756839,0.021888162781843246,0.0034451968018611723,0.19927778903552196,0.09175206085573662
64,-0.05287452992556296,0.3407396030136889,-0.2891331478536032,0.02729824717915985,0.009038624524287275,0.2116234680478677,0.1053320187110397
65,-0.0548167489107535,0.34794181908017086,-0.2977260587021532,0.025361096942396966,0.0026071974427647193,0.22381858999908721,0.10749764587666688
66,-0.05457349909319087,0.34629165406366913,-0.28580839889716947,0.028488118723721145,-0.0035159656083199042,0.19835309164202264,0.10712308166771778
67,-0.055059880416147955,0.34904647500030817,-0.2702837736295035,0.02967053299868616,-0.004396092346570235,0.19666722482550114,0.10899660446704917
68,-0.055059880416147955,0.34904647500030817,-0.242872070941048,0.03761556198730531,0.010403061987467765,0.18963091747959626,0.11495189662159899
69,-0.05627642542831346,0.3517937277475609,-0.2654477507768612,0.0495456855492995,0.016479450876356605,0.181746869551482,0.10156746603188338
70,-0.05627642542831346,0.34795811130920484,-0.26177321009444643,0.05270358028614153,0.010957449150730936,0.19688972669433913,0.10658224949759154
71,-0.05871247902149235,0.33805712121019493,-0.23248450716557623,0.05668719893150964,0.009222241793451769,0.22053171937657956,0.09891013158925321
72,-0.06042188073089405,0.33027934343241716,-0.21673247464525092,0.08616044307866688,0.0064459681503507005,0.23042998717971408,0.0839995081333601
73,-0.05870955196377081,0.34091764130475766,-0.2297389778968767,,-0.00035200988695116564,0.23424158532836648,0.0974245051828112
74,-0.05870955196377081,0.3492278906122368,-0.20389001692373931,,-0.007547517082458155,0.23722504071214734,0.104033524893412
75,-0.06090735416157311,0.34648063786498406,-0.1959848785838184,,-0.003128213564692617,0.23127587900311541,0.10513261669650087
76,-0.06408894985418212,0.34703160205231187,-0.1827495844661714,,-0.007528072769198091,0.23590047095088462,0.11180660259734465
77,-0.06163375712155261,0.3398730117439419,-0.16484924581111582,,-0.017780856930414424,0.22669386385638146,0.09068327796972919
78,-0.0594294955491792,0.34431006110611606,-0.1453625537959068,,-0.014744600456043977,0.20373677175471439,0.08757541154934634
79,-0.059918254102453994,0.34486224222152195,-0.16074716918052212,,-0.016703289914733466,0.1967437647617074,0.07781099285577853
80,-0.0596737553249479,0.3461867455327803,-0.13896686615021914,,-0.008853156105634419,0.21420855349410184,
81,-0.05625160915041849,0.34596628697898846,-0.14035704223919043,,-0.0077910212145031466,0.21060943942987154,
82,-0.05868766274359738,0.34486375114657386,-0.1630948612647125,,-0.020346282045626052,0.22894786677079948,
83,-0.05942026347619811,0.34155249286842815,-0.18731138548123671,,-0.019809032761958334,0.230857825843105,
84,-0.05624333287991268,0.34155249286842815,-0.1863381494715044,,-0.01998801969591224,0.22976850122436865,
85,-0.05746135967650212,0.34155249286842815,-0.17612910717690067,,-0.01837684891180913,0.21013927548827271,
86,-0.05746135967650212,0.3537341097012079,-0.16939185982367633,,-0.018555579921639365,0.2179257048542349,
87,-0.057949164554551014,0.3685043504014267,-0.1488373665158369,,-0.019628157683527103,0.22510009779021734,
88,-0.061121443715117074,0.39060677627743745,-0.18537132436127013,,-0.018017563553247795,0.23793571043709005,
89,-0.0598974535070389,0.4106489703702645,-0.19655265639821717,,-0.02427091356218114,0.23360670610808576,
90,-0.06038645106205098,0.4680429724385169,-0.2073687822585908,,-0.029125282494220084,0.26078061915156403,
91,-0.06136492464326426,0.5438375934654118,-0.2262554621790679,,-0.026053918447246138,0.25866421703516196,
92,-0.06136492464326426,0.51201941164723,-0.2662757256035866,,-0.026053918447246138,0.2530968787530835,
93,-0.06356864648459637,0.4908926510838497,-0.246750659640526,,-0.03361875994580532,0.2522970920295431,
94,-0.06356864648459637,0.5028830587577106,-0.2607258149200291,,-0.03924489424707578,0.2763098988598527,
95,-0.06675883053367615,0.5644944331652936,-0.2476024553399767,,-0.04198262010945941,0.2765704512308793,
96,-0.06552790980497103,0.5511015760224365,-0.2507112636301322,,-0.042348652320293834,0.2888132227859719,
97,-0.0635608579239777,0.5443142457056944,-0.2091312220500906,,-0.04637648095449387,0.30631193611587415,
98,-0.06037067387489792,0.5465921500337128,-0.2340813218504898,,-0.045641186836846814,0.30251830940874214,
99,-0.05865834510777468,0.5147739682155309,-0.2217988244093434,,-0.04380430219320253,0.2921095762277317,
100,-0.06354234999177966,0.5476378179807891,-0.2450546383628318,,-0.033719960425692475,0.29416191075826026,
101,-0.06305155244576721,0.5771832725262437,-0.24557223670651707,,-0.03843951025324743,0.29006564859748196,
102,-0.0640326660096624,0.5904283056388265,-0.2569652972968848,,-0.030414706313798168,0.28672374628385733,
103,-0.06255955037008465,0.6165720964884996,-0.24544093899410835,,-0.0273388966521374,0.28749754045460796,
104,-0.06403049913203618,0.6654043682507077,-0.23560147757515448,,-0.03311090242414305,0.29316764354739144,
105,-0.06673121113792868,0.6856472832304649,-0.2586784006520776,,-0.036739349448816516,0.31315739239413676,
106,-0.06476173797200035,0.6499329975161792,-0.2466049098384292,,-0.041109342165495444,0.32170010596197585,
107,-0.0640246372348997,0.6252416394914878,-0.2554223372243213,,-0.04202375328473462,0.3294230755683535,
108,-0.06672534924079221,0.6146931162847368,-0.2386771776220188,,-0.04403729895561126,0.32497313737305067,
109,-0.06918719069820223,0.5997677431504084,-0.2237518044876904,,-0.04018550145010891,0.2770466412220698,
110,-0.07338264973077879,0.6149192583019235,-0.24200738258099663,,-0.038906495420508946,0.24287867043438072,
111,-0.07462180710376531,0.5999938851675951,-0.2414908536553767,,-0.04146123994605633,0.24395887567337604,
112,-0.08082528104917475,0.6194744046481145,-0.2574949837534666,,-0.02792300357576738,0.26553966876752233,
113,-0.08207372049986128,0.6385826849028916,-0.2396565787167404,,-0.02792300357576738,0.26553966876752233,
114,-0.0808237204998613,0.6594160182362249,-0.24635760964457543,,-0.03515075619363428,0.25233660565688065,
115,-0.07832684159848802,0.6410486712974494,-0.2468765510042018,,-0.038241665284543425,0.25153382267587987,
116,-0.08081750162339463,0.6389696692184473,-0.2505110266012942,,-0.04353074060827122,0.20252471715900788,
117,-0.08256531685435597,0.643136335885114,-0.2604120167003041,,-0.04334738893977108,0.20505921448370512,
118,-0.08406606722954346,0.638986958291753,-0.26514885880556727,,-0.04408066116708542,0.212362585270222,
119,-0.08832458426361167,0.626486958291753,-0.2783693770498824,,-0.036375652911719625,0.22240162598410929,
120,-0.09335603080449228,0.6665713464774071,-0.27783347136928216,,-0.04420379782342532,0.2455932328311552,
121,-0.09335603080449228,0.6584577562137154,-0.2515881580323781,,-0.042001962961039974,0.23318092845986538,
122,-0.09714869831397388,0.652322786888562,-0.25106623736431966,,-0.043832794158403576,0.2353667208095922,
123,-0.10730098257793319,0.666726079069632,-0.24271986282076197,,-0.042365442727736013,0.2473623587594287,
124,-0.11960867488562543,0.6484705009763257,-0.26186109406752867,,-0.0465778969401901,0.2470929622077046,
125,-0.12999289087731825,0.6567349637862431,-0.25869653710550333,,-0.048233221567742235,0.24574561647879056,
126,-0.12395931270313132,0.6649814627575048,-0.2860361795871017,,-0.055233958487417856,0.24925344162719854,
127,-0.13960468428070627,0.6975017879607568,-0.29144158499250705,,-0.038721899118215775,0.2656557002988844,
128,-0.13828018096944816,0.6896277722127253,-0.2620937589055504,,-0.042737230383045,0.2667139013570854,
129,-0.13616377885304598,0.6658182484032015,-0.2895488803416645,,-0.03540719556537952,0.22733758000401982,
130,-0.13748373661439772,0.6332979231999495,-0.27923400520594244,,-0.030677342918481343,0.23806660338778873,
131,-0.14488526978912686,0.6501046458890251,-0.28138338725860235,,-0.029772037830666842,0.23752223757396185,
132,-0.16885331239898038,0.6501046458890251,-0.2646897954438473,,-0.03972138660056557,0.21628040750860233,
133,-0.17840310776050838,0.641013736798116,-0.2652194564607965,,-0.04173125321850801,0.21294150934499634,
134,-0.18336178544645876,0.6501880487247215,-0.2869470664237006,,-0.04539291561323522,0.20847473100887126,
135,-0.2005267909835573,0.6377913545098455,-0.2864053546143832,,-0.0481492551942716,0.207353026017284,
136,-0.20193524168778254,0.5938583001165401,-0.29236095829602915,,-0.051650268645534014,0.19556189743783425,
137,-0.1977039299811535,0.6244928734206976,-0.2939949452241337,,-0.05312955858636237,0.1853346247105615,
138,-0.1977019546022759,0.6329854424228207,-0.2858116391684873,,-0.05312955858636237,0.16466872344764527,
139,-0.19910644898429852,0.6426696529491365,-0.27607137942822746,,-0.0512777067345106,0.16525488991892312,
140,-0.20613879778879918,0.6309932559516385,-0.28571768167903133,,-0.04295977697480635,0.19630351323468187,
141,-0.20387250883695773,0.6394320745170392,-0.3192674652288149,,-0.03837682555409139,0.18295124050740919,
142,-0.20754690114899854,0.618511572424989,-0.3293458526868216,,-0.04111405183146366,0.19302898309307004,
143,-0.2089653408653105,0.6056910596044762,-0.35932322825243246,,-0.047152478180960355,0.19188873223788194,
144,-0.21322670450167425,0.6065568604702771,-0.3657372224215286,,-0.052123023099958976,0.20045037607349836,
145,-0.21465323802521197,0.6229928466294468,-0.375126893783031,,-0.045647537438534336,0.17951093068583568,
146,-0.21322466659664063,0.6110779530124254,-0.39289940563137227,,-0.051897537438534314,0.18124503473207854,
147,-0.20894506602602703,0.6102166265697037,-0.418864132355264,,-0.051342598481819546,0.19826753905983396,
148,-0.20610415693511808,0.6059062817421175,-0.4157681571230658,,-0.04764505734667435,0.21613987948536584,
149,-0.21120330707676116,0.6007114765473123,-0.4336693916909671,,-0.05224995695986279,0.22673073790231124,
150,-0.21319647336377712,0.5907027733271207,-0.41229918427424805,,-0.0648332286104919,0.23555588958460583,
151,-0.2123405532496544,0.5577357403600878,-0.3870684150434789,,-0.06633247898530459,0.24485058614010058,
